"provincia","id","localidad","cp","id_prov_mstr"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1129","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1130","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1131","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1132","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1133","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1134","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1135","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1136","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1137","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1138","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1139","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1168","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1114","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1169","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1171","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1201","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1202","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1203","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1204","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1205","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1206","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1207","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1208","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1209","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1210","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1211","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1200","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1212","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1214","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1215","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1216","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1217","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1218","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1219","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1220","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1221","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1222","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1223","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1224","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1213","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1199","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1198","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1197","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1172","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1173","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1174","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1175","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1176","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1177","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1178","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1179","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1180","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1181","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1182","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1183","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1184","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1185","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1186","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1187","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1188","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1189","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1190","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1191","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1192","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1193","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1194","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1195","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1196","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1170","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1225","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1113","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1111","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1030","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1031","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1032","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1033","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1034","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1035","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1036","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1037","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1038","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1039","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1040","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1029","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1041","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1043","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1044","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1045","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1046","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1047","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1048","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1049","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1050","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1051","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1052","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1053","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1042","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1028","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1027","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1026","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1001","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1002","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1003","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1004","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1005","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1006","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1007","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1008","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1009","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1010","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1011","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1012","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1013","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1014","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1015","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1016","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1017","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1018","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1019","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1020","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1021","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1022","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1023","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1024","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1025","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1054","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1112","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1055","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1057","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1087","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1088","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1089","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1090","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1091","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1092","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1093","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1094","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1095","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1096","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1097","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1086","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1098","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1100","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1101","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1102","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1103","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1104","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1105","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1106","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1107","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1108","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1109","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1110","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1099","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1085","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1084","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1083","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1058","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1059","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1060","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1061","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1062","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1063","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1064","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1065","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1066","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1067","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1068","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1069","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1070","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1071","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1072","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1073","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1074","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1075","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1076","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1077","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1078","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1079","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1080","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1081","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1082","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1056","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1000","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1226","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1228","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1372","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1373","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1374","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1375","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1376","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1377","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1378","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1379","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1380","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1381","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1382","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1371","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1383","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1385","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1386","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1387","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1388","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1389","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1390","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1391","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1392","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1393","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1394","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1395","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1384","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1370","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1369","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1368","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1343","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1344","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1345","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1346","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1347","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1348","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1349","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1350","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1351","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1352","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1353","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1354","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1355","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1356","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1357","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1358","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1359","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1360","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1361","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1362","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1363","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1364","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1365","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1366","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1367","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1396","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1342","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1397","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1399","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1429","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1430","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1431","02"
"Ciudad Autonoma de Buenos Aires","5001","Ciudad Autonoma de Buenos Aires","1432","02"
